,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,engine,Seats,age
1587,Toyota Innova 2.5,1350000,153000,Diesel,Manual,1st Owner,1197 cc,5 Seats,9
1588,Mercedes-Benz C-Class Progressive,1600000,65000,Diesel,Automatic,1st Owner,1462 cc,6 Seats,9
1589,Hyundai Grand i10,459999,60000,Petrol,Manual,2nd Owner,1968 cc,5 Seats,8
1590,Maruti XL6 Zeta,1100000,17000,Petrol,Manual,1st Owner,1197 cc,5 Seats,2
1591,Audi A4 2.0,1300000,55000,Diesel,Automatic,3rd Owner,1997 cc,7 Seats,10
1592,Hyundai i20 Petrol,790000,24000,Petrol,Manual,1st Owner,1298 cc,5 Seats,4
1593,Mahindra XUV500 W10,1200000,102000,Diesel,Manual,1st Owner,1199 cc,5 Seats,7
1594,Maruti Swift 1.3,320000,40000,Petrol,Manual,1st Owner,999 cc,7 Seats,13
1595,Tata Tiago 1.2,305000,92195,Petrol,Manual,1st Owner,1598 cc,5 Seats,7
1596,Renault Triber RXL,665000,13780,Petrol,Automatic,1st Owner,1798 cc,5 Seats,3
1597,Skoda Rapid 1.6,975000,24700,Petrol,Automatic,1st Owner,1199 cc,5 Seats,4
1598,Skoda Octavia 1.8,1950000,41000,Petrol,Automatic,1st Owner,1582 cc,5 Seats,4
1599,Honda Jazz V,680000,18000,Petrol,Automatic,2nd Owner,1373 cc,5 Seats,6
1600,Hyundai Creta 1.6,1225000,7000,Diesel,Automatic,1st Owner,1248 cc,5 Seats,7
1601,Maruti Ciaz 1.4,950000,39600,Petrol,Automatic,1st Owner,1197 cc,5 Seats,5
1602,Maruti Swift VDI,690000,39500,Diesel,Manual,1st Owner,2755 cc,7 Seats,5
1603,Maruti Swift Dzire,875000,11800,Petrol,Automatic,1st Owner,1969 cc,5 Seats,3
1604,Toyota Fortuner 2.8,2805000,77000,Diesel,Manual,2nd Owner,2982 cc,7 Seats,6
1605,Volvo S60 D4,1680000,99000,Diesel,Automatic,1st Owner,1497 cc,5 Seats,6
1607,Kia Seltos HTX,1390000,43000,Petrol,Manual,1st Owner,1995 cc,5 Seats,4
1608,Mahindra XUV300 W8,1260000,40000,Diesel,Manual,1st Owner,1968 cc,5 Seats,4
1609,BMW X1 sDrive,3250000,65000,Diesel,Automatic,1st Owner,1248 cc,5 Seats,4
1610,Audi A3 35,2580000,39000,Diesel,Automatic,1st Owner,1497 cc,7 Seats,3
1611,Maruti Vitara Brezza,980000,48000,Diesel,Manual,1st Owner,1582 cc,5 Seats,5
1612,Mahindra Marazzo M2,1025000,77000,Diesel,Manual,1st Owner,1493 cc,7 Seats,4
1613,Hyundai Creta 1.6,1025000,52000,Diesel,Manual,1st Owner,1498 cc,7 Seats,5
1614,Mahindra TUV 300,969999,27000,Diesel,Manual,1st Owner,1497 cc,5 Seats,5
1615,Honda BR-V i-DTEC,965000,47000,Diesel,Manual,1st Owner,1498 cc,5 Seats,5
1616,Tata Nexon 1.5,955000,42000,Diesel,Manual,2nd Owner,1591 cc,5 Seats,4
1617,Honda WR-V i-DTEC,930000,42000,Diesel,Manual,1st Owner,1598 cc,5 Seats,5
1618,Hyundai Creta 1.6,894999,48000,Petrol,Manual,1st Owner,1198 cc,5 Seats,7
1619,Maruti SX4 S,855000,59000,Diesel,Manual,1st Owner,1493 cc,7 Seats,6
1620,Tata Nexon 1.2,835000,27000,Petrol,Manual,1st Owner,999 cc,7 Seats,4
1621,Mahindra TUV 300,800000,44000,Diesel,Manual,1st Owner,1248 cc,7 Seats,7
1622,Renault Triber RXZ,800000,5000,Petrol,Automatic,1st Owner,1498 cc,5 Seats,2
1623,Maruti Ertiga ZDI,740000,78000,Diesel,Manual,1st Owner,1497 cc,7 Seats,10
1624,Ford Ecosport 1.5,700000,57000,Diesel,Manual,1st Owner,999 cc,5 Seats,7
1625,Honda Mobilio V,605000,48000,Petrol,Manual,2nd Owner,1498 cc,5 Seats,9
1626,Ford Ecosport 1.0,590000,56000,Petrol,Manual,1st Owner,1461 cc,5 Seats,9
1627,Volkswagen Vento 1.5,550000,15000,Diesel,Manual,1st Owner,1497 cc,5 Seats,10
1628,Renault Duster 110PS,565000,77000,Diesel,Manual,2nd Owner,2179 cc,5 Seats,11
1629,Honda City i-VTEC,850000,60000,Petrol,Manual,1st Owner,1198 cc,5 Seats,5
1630,Land Rover Range,2000000,65000,Diesel,Automatic,2nd Owner,1199 cc,5 Seats,10
1631,Honda Jazz X,390000,61985,Petrol,Manual,1st Owner,1197 cc,5 Seats,11
1632,Honda Amaze V,819999,19000,Petrol,Manual,1st Owner,1199 cc,5 Seats,4
1633,Maruti Swift Dzire,750000,30000,Petrol,Manual,1st Owner,1197 cc,5 Seats,4
1634,Honda Jazz 1.2,700000,41000,Petrol,Manual,1st Owner,1197 cc,5 Seats,5
1635,Hyundai Grand i10,675000,6834,Petrol,Manual,1st Owner,1591 cc,5 Seats,3
1636,Maruti Swift Dzire,370000,112160,Petrol,Manual,1st Owner,1462 cc,5 Seats,10
1637,Hyundai Creta 1.6,1100000,16118,Petrol,Automatic,1st Owner,1461 cc,5 Seats,5
1638,Maruti Ciaz Alpha,990000,47000,Petrol,Manual,1st Owner,1598 cc,5 Seats,3
1639,Renault Duster 110PS,420000,80000,Diesel,Manual,2nd Owner,1462 cc,5 Seats,11
1640,Skoda Rapid 1.6,893000,24000,Petrol,Manual,1st Owner,998 cc,5 Seats,3
1641,Maruti Ciaz Alpha,865000,46000,Petrol,Automatic,1st Owner,1197 cc,5 Seats,5
1642,Maruti Baleno RS,785000,30000,Petrol,Manual,1st Owner,1197 cc,5 Seats,6
1643,Hyundai i20 Active,765000,30000,Petrol,Manual,1st Owner,1396 cc,5 Seats,6
1644,Maruti Swift Dzire,755000,31000,Petrol,Manual,1st Owner,1248 cc,5 Seats,6
1645,Hyundai Elite i20,750000,46000,Diesel,Manual,1st Owner,1199 cc,5 Seats,5
1646,Maruti Baleno 1.3,743000,44000,Diesel,Manual,1st Owner,1498 cc,5 Seats,7
1647,Honda Jazz V,730000,40000,Petrol,Manual,1st Owner,1197 cc,5 Seats,4
1648,Honda City i,705000,39000,Diesel,Manual,1st Owner,1197 cc,5 Seats,7
1649,Hyundai i20 Asta,450000,63759,Petrol,Manual,1st Owner,1199 cc,5 Seats,10
1650,Hyundai i20 Active,699000,29000,Petrol,Manual,2nd Owner,1197 cc,5 Seats,5
1651,Honda Jazz 1.2,695000,42000,Petrol,Manual,1st Owner,1197 cc,5 Seats,6
1652,Hyundai i20 Sportz,675000,37000,Petrol,Manual,1st Owner,1497 cc,5 Seats,6
1653,Maruti Swift VXI,675000,40000,Petrol,Manual,1st Owner,1199 cc,5 Seats,4
1654,Honda City i,645000,33000,Petrol,Manual,1st Owner,998 cc,5 Seats,9
1655,Honda Jazz 1.2,640000,26000,Petrol,Manual,1st Owner,1373 cc,5 Seats,5
1656,Hyundai Venue SX,1195000,24000,Petrol,Automatic,1st Owner,1497 cc,7 Seats,2
1657,Maruti Ciaz VXi,450000,156596,Petrol,Manual,1st Owner,1798 cc,5 Seats,8
1658,Honda BR-V i-VTEC,580000,98778,Petrol,Manual,1st Owner,1197 cc,5 Seats,6
1659,Skoda Superb Elegance,800000,145000,Petrol,Automatic,2nd Owner,1968 cc,5 Seats,13
1660,Hyundai i20 1.2,790000,26000,Petrol,Manual,1st Owner,1197 cc,5 Seats,5
1661,Skoda Octavia 2.0,1750000,60000,Diesel,Automatic,2nd Owner,1199 cc,5 Seats,6
1663,Honda Jazz 1.2,635000,45000,Petrol,Manual,1st Owner,1598 cc,5 Seats,6
1664,Tata Tiago XZA,625000,27000,Petrol,Automatic,1st Owner,1798 cc,5 Seats,4
1665,Skoda Rapid 1.6,860000,43000,Petrol,Automatic,1st Owner,1968 cc,5 Seats,5
1666,Toyota Corolla Altis,990000,37000,Petrol,Manual,1st Owner,1197 cc,5 Seats,8
1667,Audi Q3 2.0,1989999,46000,Diesel,Automatic,1st Owner,1199 cc,5 Seats,9
1668,Hyundai i10 Sportz,280000,51366,Petrol,Automatic,1st Owner,1497 cc,5 Seats,12
1669,Honda Jazz 1.2,630000,77331,Petrol,Automatic,1st Owner,1984 cc,5 Seats,6
1670,Honda City i,630000,77783,Petrol,Manual,1st Owner,1493 cc,7 Seats,7
1671,Skoda Superb LK,2250000,44000,Diesel,Automatic,1st Owner,1198 cc,5 Seats,7
1672,Mahindra TUV 300,625000,56276,Diesel,Automatic,2nd Owner,1248 cc,5 Seats,5
1673,Honda Brio V,290000,44408,Petrol,Manual,2nd Owner,999 cc,5 Seats,11
1674,Tata Manza Aqua,150000,80000,Diesel,Manual,1st Owner,1368 cc,5 Seats,13
1675,Volkswagen Ameo 1.0,610000,20000,Petrol,Manual,1st Owner,2198 cc,7 Seats,4
1676,Jeep Compass 1.4,2390000,19000,Petrol,Automatic,1st Owner,1462 cc,5 Seats,2
1677,Ford Endeavour 2.2,2700000,73500,Diesel,Automatic,1st Owner,1248 cc,5 Seats,4
1678,Maruti Ciaz Delta,810000,28783,Petrol,Automatic,1st Owner,1422 cc,5 Seats,4
1679,Maruti Vitara Brezza,975000,43000,Diesel,Manual,1st Owner,1197 cc,5 Seats,5
1680,Skoda Fabia 1.4,150000,117500,Diesel,Manual,2nd Owner,1198 cc,5 Seats,13
1681,Maruti Swift Dzire,450000,46352,Petrol,Automatic,1st Owner,1197 cc,5 Seats,11
1682,Volkswagen Ameo 1.2,440000,84123,Petrol,Manual,1st Owner,796 cc,5 Seats,6
1683,Hyundai i20 Asta,780000,22773,Petrol,Manual,1st Owner,1199 cc,5 Seats,4
1684,Maruti Alto 800,300000,20000,Petrol,Manual,2nd Owner,2143 cc,5 Seats,6
1685,Chevrolet Beat LT,175000,77075,Petrol,Manual,3rd Owner,999 cc,5 Seats,12
1686,Mercedes-Benz GLC Progressive,4300000,38000,Diesel,Automatic,1st Owner,2143 cc,5 Seats,5
1687,Renault KWID 1.0,210000,70000,Petrol,Manual,1st Owner,1242 cc,5 Seats,7
1688,Mercedes-Benz GLA Class,2050000,40000,Diesel,Automatic,1st Owner,1197 cc,5 Seats,7
1690,Hyundai Grand i10,385000,60000,Petrol,Manual,1st Owner,998 cc,5 Seats,7
1691,Maruti Alto LXi,185000,19521,Petrol,Manual,1st Owner,2393 cc,7 Seats,15
1692,Maruti Alto K10,380000,19800,Petrol,Automatic,2nd Owner,1364 cc,5 Seats,6
1693,Toyota Innova Crysta,1975000,50000,Diesel,Manual,1st Owner,1497 cc,5 Seats,4
1694,Toyota Etios VXD,585000,50000,Diesel,Manual,1st Owner,1493 cc,7 Seats,11
1695,Honda City i-VTEC,1050000,37000,Petrol,Manual,1st Owner,1498 cc,5 Seats,4
1696,Mahindra TUV 300,800000,40000,Diesel,Manual,1st Owner,1497 cc,5 Seats,4
1697,Honda WR-V i-DTEC,825000,10700,Diesel,Manual,1st Owner,1197 cc,5 Seats,6
1698,Honda City i,610000,31800,Petrol,Manual,1st Owner,1199 cc,5 Seats,9
1699,Maruti Baleno 1.2,579000,32400,Petrol,Manual,1st Owner,1197 cc,5 Seats,7
1700,Honda Amaze VX,785000,4700,Petrol,Manual,1st Owner,1248 cc,5 Seats,3
1701,Hyundai Grand i10,525000,33500,Petrol,Manual,1st Owner,1582 cc,5 Seats,5
1702,Maruti Swift Dzire,699000,54800,Diesel,Manual,1st Owner,998 cc,5 Seats,5
1703,Hyundai Verna CRDi,799000,44000,Diesel,Manual,1st Owner,1199 cc,5 Seats,6
1704,Maruti Wagon R,415000,19000,Petrol,Manual,1st Owner,1197 cc,5 Seats,9
1705,Honda Jazz VX,789000,22000,Petrol,Automatic,1st Owner,1199 cc,5 Seats,4
1706,Hyundai i20 Sportz,785000,12900,Petrol,Manual,1st Owner,998 cc,5 Seats,3
1707,Honda Amaze V,780000,22700,Petrol,Automatic,1st Owner,1086 cc,5 Seats,4
1708,Maruti Zen Estilo,189000,69000,Petrol,Manual,2nd Owner,1197 cc,5 Seats,13
1709,Hyundai Santro Xing,269000,60000,Petrol,Manual,1st Owner,1497 cc,5 Seats,11
1710,Hyundai i20 Sportz,900000,9500,Petrol,Manual,1st Owner,1497 cc,5 Seats,3
1711,Honda City i-VTEC,980000,15000,Petrol,Manual,1st Owner,2393 cc,7 Seats,2
1712,Kia Seltos HTK,1260000,19000,Petrol,Manual,1st Owner,1196 cc,5 Seats,3
1713,Toyota Innova Crysta,3050000,3500,Diesel,Automatic,1st Owner,998 cc,5 Seats,1
1714,Ford Figo Petrol,190000,81721,Petrol,Manual,1st Owner,1196 cc,5 Seats,13
1715,Maruti Zen Estilo,210000,109656,Petrol,Manual,1st Owner,998 cc,5 Seats,11
1716,Ford Figo Petrol,195000,87955,Petrol,Manual,1st Owner,1197 cc,5 Seats,11
1717,Maruti Alto K10,330000,50000,Petrol,Automatic,1st Owner,2993 cc,5 Seats,8
1718,Maruti Swift Dzire,800000,12990,Petrol,Automatic,1st Owner,2987 cc,7 Seats,4
1719,BMW 5 Series,2999000,75099,Diesel,Automatic,1st Owner,1498 cc,5 Seats,9
1720,Mercedes-Benz GL-Class 350,1450000,120000,Diesel,Automatic,1st Owner,1197 cc,5 Seats,13
1721,Skoda Rapid 1.5,595000,70000,Diesel,Automatic,2nd Owner,1330 cc,5 Seats,8
1722,Hyundai i20 Asta,250000,90000,Petrol,Manual,2nd Owner,1591 cc,5 Seats,14
1723,Renault Duster RXS,1250000,10000,Petrol,Automatic,2nd Owner,1598 cc,5 Seats,2
1724,Hyundai Creta 1.6,1275000,44000,Petrol,Automatic,1st Owner,1198 cc,5 Seats,5
1725,Skoda Rapid Ultima,689000,29500,Petrol,Automatic,1st Owner,1493 cc,7 Seats,10
1726,Honda Brio V,315000,81200,Petrol,Manual,1st Owner,1498 cc,5 Seats,10
1727,Mahindra TUV 300,700000,50000,Diesel,Automatic,1st Owner,1199 cc,5 Seats,7
1728,Volkswagen Vento 1.5,610000,141383,Diesel,Automatic,1st Owner,1582 cc,5 Seats,7
1729,Honda Amaze VX,800000,34392,Petrol,Automatic,1st Owner,1197 cc,5 Seats,4
1730,Hyundai Verna SX,600000,90000,Diesel,Automatic,1st Owner,1998 cc,5 Seats,10
1731,Hyundai Grand i10,390000,47681,Petrol,Manual,1st Owner,1086 cc,5 Seats,9
1732,Mini Cooper Countryman,4099000,25900,Petrol,Automatic,1st Owner,993 cc,5 Seats,4
1733,Hyundai Santro Xing,155000,120000,Petrol,Manual,3rd Owner,1197 cc,5 Seats,14
1735,Hyundai i10 Asta,335000,41525,Petrol,Manual,2nd Owner,1353 cc,5 Seats,12
1736,Tata Altroz XZ,890000,15000,Diesel,Manual,1st Owner,1956 cc,5 Seats,2
1737,Kia Seltos GTX,1825000,11000,Petrol,Automatic,1st Owner,1498 cc,5 Seats,2
1738,Jeep Compass 2.0,1950000,29990,Diesel,Manual,1st Owner,1493 cc,5 Seats,4
1739,Honda City ZX,1450000,25000,Petrol,Automatic,1st Owner,1498 cc,5 Seats,3
1740,Hyundai Verna SX,1500000,20000,Diesel,Automatic,1st Owner,1498 cc,5 Seats,1
1741,Ford Figo 1.5D,400000,90000,Diesel,Manual,2nd Owner,1497 cc,5 Seats,7
1742,Honda WR-V i-DTEC,875000,80000,Diesel,Manual,1st Owner,2179 cc,8 Seats,5
1743,Honda City i,850000,50000,Petrol,Automatic,2nd Owner,1798 cc,5 Seats,7
1744,Mahindra Scorpio SLE,480000,90000,Diesel,Manual,2nd Owner,1197 cc,5 Seats,13
1745,Toyota Corolla Altis,926000,70000,Petrol,Automatic,2nd Owner,999 cc,5 Seats,8
1746,Maruti Ignis Delta,600000,20000,Petrol,Automatic,1st Owner,796 cc,5 Seats,3
1747,Skoda Rapid 1.0,990000,25000,Petrol,Automatic,1st Owner,1968 cc,5 Seats,5
1748,Maruti Alto LXi,0,60000,Petrol,Manual,2nd Owner,1497 cc,5 Seats,17
1749,Audi Q3 35,2205000,56000,Diesel,Automatic,1st Owner,1496 cc,5 Seats,8
1750,Honda City i,850000,53000,Petrol,Automatic,1st Owner,1968 cc,5 Seats,7
1751,Ford Ecosport Sports,969999,10000,Petrol,Manual,1st Owner,2393 cc,7 Seats,3
1752,Audi A4 2.0,1050000,110000,Diesel,Automatic,1st Owner,1598 cc,5 Seats,11
1753,Toyota Innova Crysta,2200000,99990,Diesel,Manual,1st Owner,1995 cc,5 Seats,5
1754,Skoda Rapid 1.6,420000,68000,Petrol,Manual,2nd Owner,1197 cc,5 Seats,9
1755,BMW 5 Series,2100000,68500,Diesel,Automatic,4th Owner,999 cc,5 Seats,9
1756,Maruti Swift ZXi,575000,50599,Petrol,Manual,2nd Owner,1497 cc,5 Seats,8
1757,Volkswagen Polo 1.0,484999,54431,Petrol,Manual,2nd Owner,1498 cc,5 Seats,8
1758,Honda City i-VTEC,950000,65855,Petrol,Automatic,1st Owner,0 cc,5 Seats,4
1759,Ford Ecosport 1.5,484999,113706,Diesel,Manual,2nd Owner,2523 cc,8 Seats,9
1760,Tata Nexon EV,1450000,40000,Electric,Automatic,1st Owner,1497 cc,8 Seats,3
1761,Mahindra Scorpio EX,550000,100000,Diesel,Manual,2nd Owner,1599 cc,5 Seats,11
1762,Mahindra Marazzo M6,1485000,36700,Diesel,Manual,1st Owner,2393 cc,7 Seats,2
1763,Hyundai Verna 1.6,250000,40000,Petrol,Manual,2nd Owner,2755 cc,7 Seats,14
1764,Toyota Innova Crysta,2450000,50000,Diesel,Manual,1st Owner,1197 cc,5 Seats,3
1765,Toyota Innova Crysta,2650000,50000,Diesel,Automatic,1st Owner,2987 cc,7 Seats,4
1766,Hyundai Grand i10,600000,40000,Petrol,Manual,1st Owner,1199 cc,5 Seats,4
1767,Mercedes-Benz GLS 350d,6500000,135000,Diesel,Automatic,1st Owner,1968 cc,5 Seats,5
1768,Honda Jazz 1.2,610000,40000,Petrol,Manual,1st Owner,1591 cc,5 Seats,7
1769,Audi A6 35,3300000,15000,Diesel,Automatic,1st Owner,2987 cc,5 Seats,7
1770,Hyundai Creta 1.6,1035000,39000,Petrol,Automatic,1st Owner,1364 cc,5 Seats,7
1771,Mercedes-Benz GLE 350d,4750000,60000,Diesel,Automatic,2nd Owner,2755 cc,7 Seats,7
1772,Toyota Etios GD,320000,120000,Diesel,Manual,4th Owner,2143 cc,5 Seats,10
1773,Toyota Innova Crysta,2575000,60000,Diesel,Automatic,1st Owner,1995 cc,5 Seats,4
1774,Mercedes-Benz GLE 250d,4950000,45000,Diesel,Automatic,1st Owner,2179 cc,7 Seats,6
1775,BMW X1 sDrive,3675000,23000,Diesel,Automatic,1st Owner,1198 cc,6 Seats,4
1776,Mahindra XUV500 W11,1700000,46952,Diesel,Automatic,1st Owner,1598 cc,5 Seats,4
1777,Mahindra KUV 100,450000,35000,Diesel,Manual,2nd Owner,1582 cc,5 Seats,6
1778,Skoda Rapid 1.6,430000,70000,Petrol,Manual,2nd Owner,998 cc,5 Seats,9
1779,Hyundai Verna CRDi,880000,90000,Diesel,Manual,2nd Owner,1197 cc,5 Seats,5
1780,Maruti Celerio X,425000,35000,Petrol,Manual,1st Owner,1197 cc,5 Seats,5
1781,Hyundai Grand i10,525000,19400,Petrol,Manual,1st Owner,1197 cc,5 Seats,5
1782,Hyundai i20 1.2,305000,80000,Petrol,Manual,2nd Owner,1353 cc,5 Seats,11
1783,Hyundai Grand i10,450000,30900,Petrol,Manual,1st Owner,2199 cc,7 Seats,8
1784,Kia Seltos GTX,1750000,30000,Petrol,Automatic,1st Owner,1591 cc,5 Seats,2
1785,Hyundai Santa Fe,1300000,77000,Diesel,Automatic,1st Owner,1591 cc,5 Seats,10
1786,Hyundai Creta 1.6,1350000,36000,Petrol,Manual,1st Owner,1498 cc,5 Seats,5
1787,Hyundai Creta 1.6,1450000,19000,Petrol,Automatic,1st Owner,1395 cc,5 Seats,4
1788,Ford Ecosport 1.5,825000,70000,Diesel,Manual,1st Owner,1984 cc,5 Seats,6
1789,Skoda Octavia Ambition,1200000,85000,Petrol,Manual,1st Owner,1968 cc,5 Seats,9
1790,Audi A4 2.0,1500000,23000,Petrol,Automatic,1st Owner,2982 cc,7 Seats,13
1791,Skoda Octavia Elegance,1600000,75000,Diesel,Automatic,1st Owner,1798 cc,5 Seats,8
1792,Toyota Fortuner 4x4,1950000,85000,Diesel,Automatic,1st Owner,2494 cc,5 Seats,10
1793,Toyota Corolla Altis,775000,50000,Petrol,Manual,1st Owner,2982 cc,7 Seats,11
1794,Toyota Camry Hybrid,2300000,50000,Electric,Automatic,1st Owner,1969 cc,7 Seats,8
1795,Toyota Fortuner 4x4,2550000,60000,Diesel,Automatic,1st Owner,1984 cc,5 Seats,7
1796,Volvo XC 90,6500000,60000,Diesel,Automatic,1st Owner,2400 cc,5 Seats,5
1797,Volvo S60 D4,2200000,36000,Diesel,Automatic,1st Owner,2698 cc,5 Seats,8
1798,Volvo XC60 D5,2400000,120000,Diesel,Automatic,1st Owner,1968 cc,5 Seats,8
1799,Audi A6 2.7,1300000,70000,Diesel,Automatic,1st Owner,1998 cc,4 Seats,13
1800,Audi Q3 2.0,1600000,94000,Diesel,Automatic,2nd Owner,2967 cc,7 Seats,10
1801,Mini 3 DOOR,3750000,9000,Petrol,Automatic,1st Owner,2967 cc,7 Seats,5
1802,Audi Q7 3.0,2300000,135000,Diesel,Automatic,1st Owner,1995 cc,5 Seats,10
1803,Audi Q7 45,5800000,70000,Diesel,Automatic,1st Owner,1995 cc,5 Seats,5
1804,BMW 3 Series,1500000,39000,Diesel,Automatic,1st Owner,1995 cc,5 Seats,12
1805,BMW 3 Series,1600000,50000,Diesel,Automatic,1st Owner,2993 cc,5 Seats,11
1806,BMW 3 Series,4500000,8000,Diesel,Automatic,1st Owner,2925 cc,5 Seats,3
1807,BMW X3 xDrive30d,4000000,50000,Diesel,Automatic,1st Owner,1995 cc,5 Seats,7
1808,Mercedes-Benz S-Class S,0,14000,Diesel,Automatic,1st Owner,1199 cc,5 Seats,3
1809,BMW 5 Series,4600000,40000,Diesel,Automatic,1st Owner,1498 cc,5 Seats,5
1811,Volkswagen Vento 1.5,850000,95000,Diesel,Automatic,1st Owner,1796 cc,5 Seats,5
1812,Tata Nexon 1.5,750000,48632,Diesel,Manual,1st Owner,1498 cc,5 Seats,5
1813,Mercedes-Benz C-Class 200,800000,90000,Petrol,Automatic,2nd Owner,2143 cc,5 Seats,15
1814,Volkswagen Vento 1.5,850000,95000,Diesel,Automatic,1st Owner,1950 cc,5 Seats,5
1815,Mercedes-Benz C-Class C,3900000,55000,Diesel,Automatic,1st Owner,2143 cc,5 Seats,5
1816,Mercedes-Benz E-Class Exclusive,4700000,18000,Diesel,Automatic,1st Owner,1496 cc,5 Seats,6
1817,Mercedes-Benz GLC 220d,5000000,29000,Diesel,Automatic,1st Owner,2993 cc,5 Seats,5
1818,Toyota Yaris J,1100000,5000,Petrol,Automatic,1st Owner,1197 cc,5 Seats,3
1819,BMW 7 Series,7000000,25000,Diesel,Automatic,1st Owner,814 cc,5 Seats,6
1820,Hyundai i10 Asta,325000,41000,Petrol,Manual,2nd Owner,999 cc,5 Seats,12
1821,Hyundai EON Era,250000,63463,Petrol,Manual,1st Owner,796 cc,5 Seats,10
1822,Renault Kiger RXT,899000,20000,Petrol,Automatic,1st Owner,1197 cc,5 Seats,2
1823,Maruti Alto 800,267000,69852,Petrol,Manual,1st Owner,998 cc,5 Seats,9
1824,Hyundai Grand i10,525000,29584,Petrol,Automatic,1st Owner,999 cc,7 Seats,7
1825,Maruti Wagon R,395000,27514,Petrol,Manual,1st Owner,1197 cc,5 Seats,9
1826,Renault Triber RXZ,690000,30339,Petrol,Manual,1st Owner,998 cc,5 Seats,4
1827,Maruti Baleno Alpha,850000,39386,Petrol,Automatic,1st Owner,1086 cc,5 Seats,4
1828,Maruti Wagon R,300000,64671,Petrol,Manual,1st Owner,1248 cc,5 Seats,11
1829,Hyundai Santro Sportz,490000,30670,Petrol,Manual,1st Owner,1197 cc,5 Seats,4
1830,Maruti Swift VDI,670000,46086,Diesel,Manual,1st Owner,998 cc,5 Seats,5
1831,Maruti Baleno 1.2,550000,70346,Petrol,Manual,1st Owner,1198 cc,5 Seats,8
1833,Honda Amaze S,400000,80000,Petrol,Manual,1st Owner,998 cc,5 Seats,8
1834,Maruti Wagon R,449000,58365,Petrol,Automatic,1st Owner,1197 cc,5 Seats,7
1835,Maruti Wagon R,499000,12000,Petrol,Manual,1st Owner,1197 cc,5 Seats,6
1836,Hyundai i20 Magna,290000,58182,Petrol,Manual,1st Owner,1248 cc,5 Seats,14
1838,Fiat Punto 1.3,270000,127152,Diesel,Manual,1st Owner,1248 cc,5 Seats,9
1839,Jeep Compass 2.0,1220000,98492,Diesel,Manual,1st Owner,1968 cc,5 Seats,5
1840,Maruti Swift Dzire,775000,23000,Diesel,Automatic,1st Owner,2755 cc,7 Seats,5
1841,Audi A3 35,2075000,45000,Diesel,Automatic,1st Owner,3198 cc,7 Seats,6
1842,Toyota Innova Crysta,2490000,63001,Diesel,Automatic,1st Owner,1462 cc,6 Seats,4
1843,Ford Endeavour 3.2,2050000,72000,Diesel,Automatic,1st Owner,2755 cc,7 Seats,7
1844,Maruti XL6 Zeta,1145000,26000,Petrol,Manual,1st Owner,2393 cc,7 Seats,3
1845,Toyota Innova Crysta,2075000,46000,Diesel,Automatic,2nd Owner,998 cc,5 Seats,4
1846,Toyota Innova Crysta,1950000,140000,Diesel,Manual,1st Owner,1248 cc,5 Seats,5
1847,Hyundai Venue SX,1060000,3500,Petrol,Automatic,1st Owner,1969 cc,7 Seats,2
1848,Maruti Ciaz ZDi,540000,120000,Diesel,Manual,1st Owner,1498 cc,5 Seats,8
1849,Volvo XC 90,6500000,39000,Diesel,Automatic,1st Owner,998 cc,5 Seats,5
1850,Volkswagen Vento 1.5,950000,79100,Diesel,Automatic,1st Owner,1462 cc,6 Seats,6
1851,Maruti Zen Estilo,175000,60000,Petrol,Manual,2nd Owner,1497 cc,5 Seats,14
1852,Maruti XL6 Alpha,1000000,30000,Petrol,Manual,1st Owner,1598 cc,5 Seats,1
1853,Tata Altroz XZ,825000,46000,Diesel,Manual,1st Owner,1199 cc,5 Seats,3
1854,Volkswagen Vento 1.6,860000,65232,Petrol,Manual,1st Owner,1493 cc,7 Seats,5
1855,Volkswagen Polo Diesel,270000,106865,Diesel,Manual,1st Owner,2609 cc,7 Seats,13
1856,Mahindra TUV 300,800000,49900,Diesel,Automatic,1st Owner,1498 cc,5 Seats,7
1857,Mahindra Scorpio SLX,265000,100000,Diesel,Manual,3rd Owner,1086 cc,5 Seats,16
1858,Ford Aspire 1.5,525000,110000,Diesel,Manual,1st Owner,1462 cc,5 Seats,8
1859,Hyundai Santro Magna,576000,9000,Petrol,Automatic,1st Owner,3198 cc,7 Seats,3
1860,Maruti SX4 S,944999,15000,Petrol,Manual,1st Owner,1248 cc,5 Seats,3
1861,Ford Endeavour Titanium,3250000,45000,Diesel,Automatic,1st Owner,1497 cc,7 Seats,4
1862,Maruti Swift VDI,450000,100000,Diesel,Manual,2nd Owner,1396 cc,5 Seats,10
1863,Honda BR-V i-VTEC,815000,80000,Petrol,Automatic,2nd Owner,998 cc,5 Seats,6
1864,Hyundai i20 Sportz,532000,80000,Diesel,Manual,1st Owner,1497 cc,5 Seats,8
1865,Hyundai i20 Asta,1125000,11000,Petrol,Automatic,1st Owner,1396 cc,5 Seats,2
1866,Honda City i,725000,50000,Petrol,Automatic,2nd Owner,1197 cc,5 Seats,8
1867,Hyundai i20 Asta,575000,90000,Diesel,Manual,1st Owner,1498 cc,5 Seats,8
1868,Hyundai Grand i10,500000,90000,Petrol,Manual,1st Owner,1591 cc,5 Seats,5
1869,Skoda Rapid 1.5,975000,93500,Diesel,Automatic,1st Owner,998 cc,5 Seats,4
